txn_id,user_id,recipient_id,amount,txn_type,timestamp,device_id,location_latlon,label,user_amount_mean,user_amount_std,amount_zscore,time_since_last,is_new_recipient,is_new_device,hour
t6240,u0001,u0163,19140.49,merchant,2025-05-25 12:10:24.061378,1c997cba-2405-44d6-be95-c1a014e26aea,"10.627194,103.122407",0,27061.85051282051,18689.15949012688,-0.4238478737904297,116.0,1,1,12
t19633,u0001,u0248,12233.77,topup,2025-05-26 00:28:57.061378,eb863579-44c7-43c0-894d-0797d84fea98,"11.883181,103.878532",0,27061.85051282051,18689.15949012688,-0.7934054241793964,44313.0,1,1,0
t3864,u0001,u0011,2387.84,topup,2025-05-26 07:11:57.061378,61d3a99a-017f-47f5-8f26-b64446980b3f,"12.216696,105.094839",0,27061.85051282051,18689.15949012688,-1.3202311492849805,24180.0,1,1,7
t14725,u0001,u0122,6369.46,p2p,2025-05-26 17:05:43.061378,914b24ca-2325-46ed-95a3-cebf29b397d6,"11.582777,104.196459",0,27061.85051282051,18689.15949012688,-1.1071867904895294,35626.0,1,1,17
t3959,u0001,u0166,42256.71,p2p,2025-05-27 13:39:42.061378,13f14522-39f5-41d7-aad4-7cebae13f84b,"12.835373,105.692294",0,27061.85051282051,18689.15949012688,0.8130306499447788,74039.0,1,1,13
t3395,u0001,u0142,27426.62,merchant,2025-05-27 22:28:32.061378,9edde207-5bd0-4f90-913b-20881e613af5,"10.500585,103.250795",0,27061.85051282051,18689.15949012688,0.019517704226997955,31730.0,1,1,22
t11479,u0001,u0293,48283.28,merchant,2025-05-30 17:56:58.061378,6578bbe2-6bae-4c33-97a4-99bb1b62173a,"13.323459,103.004741",0,27061.85051282051,18689.15949012688,1.1354940546358094,242906.0,1,1,17
t9245,u0001,u0210,18696.53,merchant,2025-05-31 00:37:31.061378,59375666-a402-4218-b1c2-a83efeb72576,"12.505674,104.55881",0,27061.85051282051,18689.15949012688,-0.447602821156283,24033.0,1,1,0
t5852,u0001,u0439,11191.89,p2p,2025-05-31 05:26:19.061378,a1ac6c91-4e75-4edc-b2f6-9835f0906d86,"11.468302,102.963319",0,27061.85051282051,18689.15949012688,-0.8491532495725291,17328.0,1,1,5
t11088,u0001,u0253,19629.69,p2p,2025-06-02 19:09:13.061378,8205def9-82a0-4e01-bd47-96601c9506e7,"11.942483,104.874203",0,27061.85051282051,18689.15949012688,-0.39767227181868603,222174.0,1,1,19
t5401,u0001,u0309,37074.76,p2p,2025-06-02 19:18:21.061378,2af98cdf-67d9-4da8-a2b8-21b1d0a8638b,"10.740936,103.300658",0,27061.85051282051,18689.15949012688,0.5357602888706213,548.0,1,1,19
t10559,u0001,u0260,24098.93,topup,2025-06-04 00:17:51.061378,ef291c7b-46a9-4eb4-b94a-4c9e2aff175d,"12.797798,103.725961",0,27061.85051282051,18689.15949012688,-0.1585368520390531,104370.0,1,1,0
t6254,u0001,u0295,10979.45,topup,2025-06-04 11:56:22.061378,604521ee-f907-43a0-84a4-e03e0f689a2d,"11.697985,105.967988",0,27061.85051282051,18689.15949012688,-0.8605202669128341,41911.0,1,1,11
t1286,u0001,u0205,36055.03,p2p,2025-06-05 15:35:52.061378,3ba4e056-f8da-4a24-8c75-668128dd923c,"12.24259,102.887899",0,27061.85051282051,18689.15949012688,0.4811976425119819,99570.0,1,1,15
t6954,u0001,u0177,64038.09,merchant,2025-06-06 15:23:58.061378,1fff997d-2d6b-4d90-8f13-10f45875cd6f,"12.977692,105.436477",0,27061.85051282051,18689.15949012688,1.978485950998134,85686.0,1,1,15
t17140,u0001,u0215,22147.12,merchant,2025-06-08 02:33:18.061378,d7ba6356-1356-4832-bff6-e8df4931b96d,"11.534077,105.798309",0,27061.85051282051,18689.15949012688,-0.262972260224804,126560.0,1,1,2
t8373,u0001,u0012,12660.23,p2p,2025-06-09 21:04:43.061378,10148ab7-643c-479b-8326-71a6ab2fff9f,"12.861612,103.723299",0,27061.85051282051,18689.15949012688,-0.7705868485112243,153085.0,1,1,21
t7824,u0001,u0288,34156.82,topup,2025-06-10 21:59:16.061378,98256ad9-91d9-4557-8d67-afbc2115cd21,"11.00199,104.11138",0,27061.85051282051,18689.15949012688,0.37963020706884243,89673.0,1,1,21
t7062,u0001,u0061,5642.66,p2p,2025-06-11 01:30:50.061378,441ed308-a5ef-4100-a056-e5c97591b23d,"11.776356,103.669575",0,27061.85051282051,18689.15949012688,-1.1460756447680729,12694.0,1,1,1
t4317,u0001,u0438,43447.79,topup,2025-06-12 09:48:30.061378,1153cd4a-5f87-4e8f-a567-472557810b5c,"11.044258,105.313947",0,27061.85051282051,18689.15949012688,0.8767617128975684,116260.0,1,1,9
t3242,u0001,u0443,28178.51,merchant,2025-06-13 05:33:28.061378,9ade2af6-4035-4989-99d9-f14935dea87b,"12.163689,102.839143",0,27061.85051282051,18689.15949012688,0.05974904798524499,71098.0,1,1,5
t10478,u0001,u0327,29913.77,merchant,2025-06-14 11:36:04.061378,ebdca253-0629-4987-a1b1-4a4a0bba6d84,"13.455761,105.113328",0,27061.85051282051,18689.15949012688,0.1525975252491212,108156.0,1,1,11
t6735,u0001,u0270,9330.85,merchant,2025-06-15 04:14:57.061378,47912c6b-71d8-44da-a2c2-54670882c8ab,"10.924213,103.519247",0,27061.85051282051,18689.15949012688,-0.9487318315297941,59933.0,1,1,4
t8222,u0001,u0443,12678.37,merchant,2025-06-15 04:59:32.061378,b5775fd5-3467-4a04-ac45-91bf0b363e4b,"12.398866,103.223187",0,27061.85051282051,18689.15949012688,-0.7696162323628852,2675.0,1,1,4
t7173,u0001,u0054,42135.98,merchant,2025-06-16 10:48:12.061378,eaee8916-57d9-42e1-b497-b19edff97d96,"10.74605,104.540006",0,27061.85051282051,18689.15949012688,0.8065707553698636,107320.0,1,1,10
t5556,u0001,u0251,39490.76,topup,2025-06-16 18:27:54.061378,2ef664a0-e949-457e-92b6-ec1d4d2b554a,"11.641293,103.048528",0,27061.85051282051,18689.15949012688,0.6650330901047445,27582.0,1,1,18
t4863,u0001,u0014,7493.96,merchant,2025-06-17 02:15:01.061378,d1f0f41f-eb08-4e94-970e-c9a7e2a254e4,"11.956548,104.61173",0,27061.85051282051,18689.15949012688,-1.0470182205442597,28027.0,1,1,2
t3170,u0001,u0056,34299.19,p2p,2025-06-17 18:09:45.061378,7ac1c438-4e43-4aec-b483-1c9082a02cdb,"12.861302,105.290407",0,27061.85051282051,18689.15949012688,0.3872479921316332,57284.0,1,1,18
t1686,u0001,u0377,1456.22,topup,2025-06-18 10:21:29.061378,dfb02d46-d38c-4805-9478-a2eadc38b6b2,"11.095882,103.566869",0,27061.85051282051,18689.15949012688,-1.3700792979131815,58304.0,1,1,10
t383,u0001,u0381,28978.24,p2p,2025-06-18 21:23:26.061378,914b24ca-2325-46ed-95a3-cebf29b397d6,"10.544927,103.705851",0,27061.85051282051,18689.15949012688,0.10254016443018116,39717.0,1,1,21
t4676,u0002,u0417,56872.57,p2p,2025-05-22 03:08:08.061378,83dbc7a6-3aad-4ac4-ae03-62ff6f3f7516,"12.923818,103.693403",0,28764.287777777776,19725.68813503174,1.4249582589873484,0.0,1,1,3
t7507,u0002,u0098,3528.83,merchant,2025-05-22 04:16:37.061378,a451e99e-f5f0-49f7-8151-781783042014,"10.791187,105.931661",0,28764.287777777776,19725.68813503174,-1.2793195149912657,4109.0,1,1,4
t12380,u0002,u0468,13297.47,merchant,2025-05-24 02:29:41.061378,35758694-02b8-4dde-bfd3-7b8700d06f4b,"12.786105,104.215521",0,28764.287777777776,19725.68813503174,-0.7840952199943563,166384.0,1,1,2
t16421,u0002,u0239,11393.61,merchant,2025-05-24 04:08:12.061378,61db5c3c-5f3d-486a-be82-c550162eac33,"12.880764,105.047343",0,28764.287777777776,19725.68813503174,-0.8806120049585698,5911.0,1,1,4
t13095,u0002,u0476,11118.44,topup,2025-05-25 17:25:01.061378,80e37577-3f18-4d92-9294-43d0973a0c8e,"12.544487,105.054021",0,28764.287777777776,19725.68813503174,-0.8945618351554344,134209.0,1,1,17
t13273,u0002,u0481,23468.94,p2p,2025-05-26 15:34:11.061378,5bb005df-73a6-410e-91a1-94cc82e0d407,"12.061089,105.776349",0,28764.287777777776,19725.68813503174,-0.26844933071680926,79750.0,1,1,15
t9145,u0002,u0160,15536.92,topup,2025-05-28 11:37:54.061378,55f51981-760b-45da-9cda-c396c243c61b,"13.592755,103.659821",0,28764.287777777776,19725.68813503174,-0.6705655938201058,158623.0,1,1,11
t18170,u0002,u0466,9244.42,merchant,2025-05-28 20:33:19.061378,161cdec1-6a50-4660-adb5-7c9489068022,"11.704562,105.437714",0,28764.287777777776,19725.68813503174,-0.9895658718801075,32125.0,1,1,20
t11873,u0002,u0090,29695.67,p2p,2025-05-29 02:31:45.061378,cd1a2c6c-3e2b-4c89-84c6-9236044bec11,"11.98724,102.624119",0,28764.287777777776,19725.68813503174,0.04721671638760924,21506.0,1,1,2
t9988,u0002,u0481,13617.08,p2p,2025-05-29 12:59:05.061378,d02b4d90-0457-4260-8c83-9760198a9967,"13.227632,105.008103",0,28764.287777777776,19725.68813503174,-0.7678924899394087,37640.0,1,1,12
t14273,u0002,u0270,61681.56,p2p,2025-05-30 04:42:04.061378,f3bdc5e0-1e02-41fb-886d-214bd91e5bac,"11.95025,105.868355",0,28764.287777777776,19725.68813503174,1.668751528306024,56579.0,1,1,4
t1435,u0002,u0461,36239.34,p2p,2025-05-30 05:47:35.061378,481756b1-b7e3-4207-ade3-5c32311b938c,"12.17853,104.937715",0,28764.287777777776,19725.68813503174,0.3789501370523514,3931.0,1,1,5
t2128,u0002,u0159,12717.44,topup,2025-05-30 22:15:56.061378,6e0cb190-fe97-4e2b-b677-19761b10c8e1,"12.620945,104.38206",0,28764.287777777776,19725.68813503174,-0.8135000243301754,59301.0,1,1,22
t17981,u0002,u0366,73409.24,topup,2025-05-31 10:13:53.061378,b15412ac-6cc0-41aa-b0b7-5dd7860e9428,"10.815314,103.402223",0,28764.287777777776,19725.68813503174,2.263289975822706,43077.0,1,1,10
t10257,u0002,u0459,28449.27,merchant,2025-06-02 20:34:09.061378,f78300b0-25f1-40f1-9519-443d415692cd,"10.926806,103.45796",0,28764.287777777776,19725.68813503174,-0.015969925896695134,210016.0,1,1,20
t15467,u0002,u0003,29807.56,topup,2025-06-03 21:37:35.061378,27320bf0-a6b8-4d9b-b7ea-6a201776adbd,"11.112358,105.693661",0,28764.287777777776,19725.68813503174,0.05288901533272399,90206.0,1,1,21
t18068,u0002,u0391,18088.41,topup,2025-06-04 03:56:32.061378,eb863579-44c7-43c0-894d-0797d84fea98,"11.701727,104.685766",0,28764.287777777776,19725.68813503174,-0.5412170011355903,22737.0,1,1,3
t15072,u0002,u0300,63985.64,topup,2025-06-04 04:14:17.061378,c143c060-60db-487f-a8fc-65a5c6972ab6,"10.533938,104.496788",0,28764.287777777776,19725.68813503174,1.7855575927752316,1065.0,1,1,4
t15017,u0002,u0446,10610.87,p2p,2025-06-04 11:14:07.061378,5dbbfee5-7a87-46ed-9757-6b0a8272bf91,"11.710396,102.707543",0,28764.287777777776,19725.68813503174,-0.920293256869366,25190.0,1,1,11
t18815,u0002,u0014,22863.9,topup,2025-06-07 08:36:35.061378,9c2399c2-d75b-4924-8473-c713d221cd98,"10.496669,104.626181",0,28764.287777777776,19725.68813503174,-0.29912202491425427,249748.0,1,1,8
t19697,u0002,u0413,26159.84,p2p,2025-06-08 07:19:20.061378,a2d104a5-f09a-40dc-8de6-0dd76bf105e5,"10.500667,103.434509",0,28764.287777777776,19725.68813503174,-0.1320333039815437,81765.0,1,1,7
t19750,u0002,u0289,25469.43,merchant,2025-06-09 02:31:22.061378,3f030e7a-c734-483a-b7bd-3765dacabf92,"10.986802,103.373476",0,28764.287777777776,19725.68813503174,-0.1670338573348064,69122.0,1,1,2
t18241,u0002,u0147,19818.71,topup,2025-06-09 17:03:48.061378,57c0b63b-8444-45a2-8ec8-c780aa95c9cd,"11.831636,105.635622",0,28764.287777777776,19725.68813503174,-0.4534988952750865,52346.0,1,1,17
t9302,u0002,u0278,5748.5,merchant,2025-06-12 03:10:27.061378,3865e2fb-0887-447c-9490-45b1862d7417,"12.558923,105.736776",0,28764.287777777776,19725.68813503174,-1.166792642174191,209199.0,1,1,3
t5413,u0002,u0385,41771.03,p2p,2025-06-12 09:30:27.061378,87ce3ce6-236f-490d-a7e0-f6b848c228d9,"13.438989,105.178266",0,28764.287777777776,19725.68813503174,0.6593809114888601,22800.0,1,1,9
t6327,u0002,u0250,11255.56,p2p,2025-06-12 09:51:58.061378,cdee3b45-d0c7-4bfb-ac71-2dba582957d0,"12.532506,103.301759",0,28764.287777777776,19725.68813503174,-0.8876104933790997,1291.0,1,1,9
t15560,u0002,u0256,52133.99,topup,2025-06-15 21:38:17.061378,c3e8195d-80ac-4a83-a787-0344a19c22fb,"10.665067,104.24132",0,28764.287777777776,19725.68813503174,1.1847344468920662,301579.0,1,1,21
t18459,u0002,u0079,67267.67,merchant,2025-06-16 00:08:27.061378,f7018225-57d2-4ff9-ac44-be80f535965d,"13.218429,105.726843",0,28764.287777777776,19725.68813503174,1.9519411418576735,9010.0,1,1,0
t19130,u0002,u0426,12289.58,p2p,2025-06-16 10:13:10.061378,508a2ea0-24dd-4d81-b2c9-2b4311089eb5,"12.817295,104.280098",0,28764.287777777776,19725.68813503174,-0.8351905223787653,36283.0,1,1,10
t10307,u0002,u0042,24986.28,topup,2025-06-17 13:23:04.061378,905dabfb-57fb-4d61-94c0-2a1246459c1a,"11.084264,104.761391",0,28764.287777777776,19725.68813503174,-0.19152729942375202,97794.0,1,1,13
t10721,u0002,u0066,67397.19,p2p,2025-06-17 17:04:27.061378,fdd5a413-fa08-447d-8a7f-3afdb4ad8eef,"11.755385,104.018223",0,28764.287777777776,19725.68813503174,1.9585071992298362,13283.0,1,1,17
t6593,u0002,u0220,43487.94,p2p,2025-06-17 17:04:41.061378,298d78e4-1d93-4ee4-b61a-bd314dbd4856,"12.615493,103.949539",0,28764.287777777776,19725.68813503174,0.7464202070635917,14.0,1,1,17
t4517,u0002,u0082,25365.64,topup,2025-06-17 18:58:58.061378,41431826-fa4f-43ec-b9fd-d384a8523be5,"12.496655,103.512649",0,28764.287777777776,19725.68813503174,-0.1722955242175792,6857.0,1,1,18
t13217,u0002,u0320,16971.02,p2p,2025-06-18 03:06:29.061378,2be58f08-695a-4384-a3a0-b00b258cb660,"12.489104,102.58714",0,28764.287777777776,19725.68813503174,-0.5978634406590652,29251.0,1,1,3
t6535,u0002,u0300,17556.53,merchant,2025-06-18 17:34:47.061378,1653849b-be69-411f-8a58-34ead0c0b14d,"10.710291,103.673403",0,28764.287777777776,19725.68813503174,-0.568180825989711,52098.0,1,1,17
t14167,u0002,u0383,32208.27,topup,2025-06-20 06:20:24.061378,613072f6-6944-442d-8203-3642b341e25f,"12.263858,105.289255",0,28764.287777777776,19725.68813503174,0.1745937682197206,132337.0,1,1,6
t9687,u0003,u0193,34066.16,topup,2025-05-21 22:36:56.061378,36c3dfb3-c452-4c06-b253-cb420e5ef2e5,"11.544376,105.033034",0,28714.28882352941,17669.642209222686,0.3028850903204583,0.0,1,1,22
t8175,u0003,u0332,31581.92,p2p,2025-05-21 23:26:12.061378,aee62c4d-dfe2-43ac-bc73-758894659e54,"13.273919,104.3363",0,28714.28882352941,17669.642209222686,0.16229141159258034,2956.0,1,1,23
t3271,u0003,u0389,29761.3,topup,2025-05-22 13:06:06.061378,eb2f0cff-11bd-4ed4-98df-5b1726d5c452,"11.918673,104.306946",0,28714.28882352941,17669.642209222686,0.059254803468748354,49194.0,1,1,13
t8096,u0003,u0207,9445.38,topup,2025-05-22 14:02:40.061378,5816afc7-40d7-415a-8447-00594dbb1841,"12.300272,105.480753",0,28714.28882352941,17669.642209222686,-1.0905092811371124,3394.0,1,1,14
t2322,u0003,u0319,4830.59,merchant,2025-05-22 17:35:46.061378,b8959849-5b5d-4da9-8f3b-2aaf042e042b,"11.120736,103.995024",0,28714.28882352941,17669.642209222686,-1.3516798212848526,12786.0,1,1,17
t1596,u0003,u0340,26956.33,topup,2025-05-23 20:22:43.061378,5995378b-2648-4866-9ebb-8d9dcffc0dfc,"11.075419,105.271253",0,28714.28882352941,17669.642209222686,-0.09949034636433321,96417.0,1,1,20
t17947,u0003,u0322,28968.84,merchant,2025-05-24 13:58:51.061378,dadc8328-e4a8-44b3-9921-5c28c8b81e17,"12.106975,105.280467",0,28714.28882352941,17669.642209222686,0.014406130778229815,63368.0,1,1,13
t12603,u0003,u0300,10478.89,topup,2025-05-25 00:45:53.061378,c9422f7d-ceba-432b-9cf7-4be86d3cd156,"10.832087,104.991262",0,28714.28882352941,17669.642209222686,-1.0320185665112918,38822.0,1,1,0
t1479,u0003,u0185,30801.18,p2p,2025-05-25 09:30:43.061378,ea6a3ca4-700c-4940-b8ff-1f9e297734b4,"10.496056,102.903163",0,28714.28882352941,17669.642209222686,0.11810602341349827,31490.0,1,1,9
t6729,u0003,u0091,40497.7,merchant,2025-05-26 11:16:59.061378,02310e03-5a3c-46cb-b2e3-c20682d217ad,"11.004167,103.889419",0,28714.28882352941,17669.642209222686,0.6668732188770764,92776.0,1,1,11
t11329,u0003,u0139,45157.5,merchant,2025-05-26 15:03:45.061378,5e6201a2-1e48-4893-990b-05037bb78774,"12.536371,105.34276",0,28714.28882352941,17669.642209222686,0.9305910658387889,13606.0,1,1,15
t5948,u0003,u0198,39997.89,merchant,2025-05-26 23:21:38.061378,f8217562-dbd0-4a36-852f-8df259772861,"12.609619,105.637037",0,28714.28882352941,17669.642209222686,0.638586850987911,29873.0,1,1,23
t19780,u0003,u0400,11911.13,p2p,2025-05-28 21:16:33.061378,57f48faf-3f95-4df5-8e1b-177b9447d730,"12.2148,102.813295",0,28714.28882352941,17669.642209222686,-0.9509620299362365,165295.0,1,1,21
t3898,u0003,u0187,19064.1,merchant,2025-05-31 18:24:08.061378,d03161db-6ce8-43cd-85b7-431851505989,"12.742045,104.221363",0,28714.28882352941,17669.642209222686,-0.5461451176692466,248855.0,1,1,18
t230,u0003,u0104,35469.8,merchant,2025-06-01 01:42:52.061378,48ceba7a-e295-4c82-a5e1-855744e4a288,"10.839151,103.394318",0,28714.28882352941,17669.642209222686,0.3823230315860357,26324.0,1,1,1
t2543,u0003,u0335,76138.25,topup,2025-06-03 00:49:25.061378,16563dfa-062d-474c-8610-8193e315e832,"12.813751,102.726287",0,28714.28882352941,17669.642209222686,2.6839231159823718,169593.0,1,1,0
