txn_id,user_id,recipient_id,amount,txn_type,timestamp,device_id,location_latlon,label
t35,u0181,u0216,19176.52,merchant,2025-06-13T11:43:56.061378,49a641c9-074b-45cf-871b-92dabaa22c23,"12.733043,104.856776",0
t36,u0330,u0050,25099.15,p2p,2025-06-10T08:41:49.061378,80410cb3-7e17-483a-85d9-bec55fa17166,"11.485768,105.515854",0
t37,u0127,u0098,20726.84,p2p,2025-06-16T20:25:38.061378,02aa1740-b240-492c-844d-45a4f8b66642,"10.848583,103.142208",0
t38,u0236,u0127,22004.98,p2p,2025-06-12T07:53:38.061378,83b6ada9-5f3f-43ea-b800-ba3fcc2c9a7c,"13.156317,104.426139",0
t39,u0025,u0333,33669.08,topup,2025-05-22T12:48:11.061378,188f409e-e19b-4608-8c9c-cd6e759eae3e,"10.698441,105.137479",0
t40,u0121,u0085,3211.58,merchant,2025-06-14T09:25:19.061378,36db7566-6e26-478a-9874-12782c1b4b12,"11.083991,103.903641",0
t41,u0030,u0084,24490.07,merchant,2025-05-21T22:07:13.061378,caa0426f-13a7-4728-9bda-10a8035b1355,"11.24865,105.244247",0
t42,u0232,u0146,21456.9,merchant,2025-06-17T19:07:34.061378,94cdff05-cdbd-41f3-8332-bd3ebd1a2aeb,"12.698906,103.041789",0
t43,u0151,u0111,31305.89,p2p,2025-06-18T22:24:11.061378,c6d2a838-db38-4fb6-bce6-f9b1bf488cdd,"12.135025,105.117914",0
t44,u0029,u0025,54303.19,topup,2025-06-13T23:06:28.061378,46b50c8b-874a-460f-92e2-f759a3ae0465,"13.342039,104.358941",0
t45,u0029,u0491,42571.09,topup,2025-05-25T16:56:44.061378,35758694-02b8-4dde-bfd3-7b8700d06f4b,"10.99464,104.582623",0
t46,u0345,u0441,38173.42,p2p,2025-06-10T10:02:30.061378,604521ee-f907-43a0-84a4-e03e0f689a2d,"13.413108,104.493864",0
t47,u0296,u0304,95931.26,p2p,2025-05-25T19:07:36.061378,9d026579-a099-491f-9318-2c4477caec1d,"12.503594,104.478294",0
t48,u0161,u0478,26979.82,merchant,2025-05-31T17:35:18.061378,95dd7d71-bbc8-401e-9d1d-3aa3a37bd5b4,"12.691814,103.335401",0
t49,u0202,u0067,16462.75,topup,2025-06-05T09:07:51.061378,964dea3c-5d21-4b66-b3a0-547bdbb16038,"11.411767,105.131526",0
t50,u0037,u0004,9555.14,merchant,2025-06-18T03:32:39.061378,03ac5df6-d0bf-4a75-921c-16b7e1774f77,"10.634434,103.24604",0
t51,u0135,u0067,35338.24,merchant,2025-05-25T03:45:24.061378,080d6913-dc5f-4f02-877a-5e20dac9d4c4,"11.18171,103.497456",0
t52,u0224,u0426,12693.01,topup,2025-06-05T12:04:01.061378,da3592a3-df65-427f-9c18-6f791e2d1100,"13.548331,105.32485",0
t53,u0270,u0004,19267.55,topup,2025-06-17T17:46:03.061378,61db5c3c-5f3d-486a-be82-c550162eac33,"13.381619,102.862553",0
t54,u0449,u0068,29668.5,merchant,2025-05-27T10:05:35.061378,8205def9-82a0-4e01-bd47-96601c9506e7,"10.742515,104.436283",0
t55,u0139,u0144,59816.93,topup,2025-06-01T01:00:37.061378,5c990185-299e-4685-9e16-c9ede1418324,"11.497217,104.90624",0
t56,u0436,u0135,30377.86,topup,2025-06-14T12:47:24.061378,b11943f8-f624-422b-aa44-6e5f5379f57c,"13.297077,105.461363",0
t57,u0047,u0324,43401.82,merchant,2025-06-04T05:57:53.061378,13e73ba8-a397-4608-b838-791406a6be8d,"10.411346,105.198917",0
t58,u0326,u0134,30171.27,p2p,2025-06-12T06:23:05.061378,b3d80c45-c9e7-4f0b-87d2-6027a1146443,"12.658136,104.463174",0
t59,u0057,u0038,32326.97,topup,2025-05-29T01:16:11.061378,3feb2c1f-8036-4b33-930d-405aedd55148,"10.51529,103.792256",0
t60,u0282,u0075,31115.61,merchant,2025-05-28T00:05:38.061378,a2feb5cb-341e-455d-873b-1e4e026ff933,"11.386427,105.646435",0
t61,u0407,u0497,13561.26,p2p,2025-06-08T04:29:13.061378,7dbc64a8-62cf-45a9-80a6-4cefff3dbb17,"12.582613,104.834267",0
t62,u0181,u0399,8298.96,topup,2025-06-10T13:04:23.061378,07d98ed0-ea86-4c4c-a006-10e7936fb3d7,"12.386117,103.040937",0
t63,u0476,u0121,39991.21,p2p,2025-05-30T09:53:24.061378,cdc5849e-ffae-4652-9e22-3802816e246c,"11.719342,103.127762",0
t64,u0473,u0170,48680.93,merchant,2025-06-02T20:44:41.061378,4724d1b9-d8f7-4a3e-aa15-85576e49309c,"10.909433,104.954474",0
t65,u0195,u0446,33875.68,p2p,2025-06-13T16:00:10.061378,2961df42-6c66-4fd3-ae83-e6fe4522c35c,"11.038633,105.714582",0
t66,u0179,u0156,11427.93,p2p,2025-06-01T15:20:02.061378,42dca1ff-3f8d-42c7-9449-b40a5b8531ca,"12.512106,103.894631",0
t67,u0142,u0442,12295.98,p2p,2025-06-04T08:48:48.061378,7b0f632a-6475-4c0a-9e05-1dc07cca212b,"12.452742,103.898874",0
t68,u0431,u0274,25252.63,merchant,2025-05-23T03:45:58.061378,e891470a-4355-4555-ac8b-bb48e38c6b16,"13.206523,103.414253",0
t69,u0297,u0492,65032.91,merchant,2025-05-23T16:10:55.061378,0e98a763-96f7-43fa-8f58-93251cd5363d,"12.309028,103.709905",0
t70,u0402,u0160,9467.81,merchant,2025-06-20T05:53:37.061378,8821e4ae-ca80-4d62-9eb7-bd5079a088fb,"10.770067,105.648267",0
t71,u0097,u0130,35555.27,p2p,2025-06-11T23:39:10.061378,ce17a070-c272-4410-a46d-cf7ef104a877,"12.063745,105.322788",0
t72,u0351,u0368,35329.58,topup,2025-05-31T09:10:18.061378,5e3fda8e-1126-4f43-909e-46a15c630b27,"11.780152,105.821061",0
t73,u0471,u0169,23616.03,topup,2025-06-06T01:20:50.061378,e62729c3-574a-4fb5-9bd0-48ab1eafe366,"13.113649,105.01914",0
t74,u0153,u0259,17311.84,merchant,2025-06-10T15:25:17.061378,da24c68c-cb15-4a74-b6e0-726a35218d49,"11.687681,103.534793",0
t75,u0065,u0098,45521.48,merchant,2025-06-09T05:20:43.061378,06f5008f-1213-4301-9f7e-5f7d202bae2d,"12.794031,103.109096",0
t76,u0291,u0154,11493.06,merchant,2025-06-17T10:00:08.061378,9ade2af6-4035-4989-99d9-f14935dea87b,"10.401299,103.504198",0
t77,u0220,u0402,28096.59,topup,2025-06-20T06:25:16.061378,c3c8cbfa-40ca-4893-9a01-6eada155202d,"11.431198,104.046251",0
t78,u0345,u0109,32588.29,topup,2025-06-13T18:54:39.061378,a8e194f9-2042-447e-9485-f77b0733a10f,"13.283779,105.286087",0
t79,u0086,u0337,37507.83,p2p,2025-06-04T14:14:39.061378,1c8c410b-9d60-49f8-96ea-f2a529619d13,"12.524332,104.667413",0
t80,u0047,u0419,36358.71,p2p,2025-06-05T21:16:26.061378,e67c0695-a432-4a39-9bb8-a1474da64f8b,"12.981001,103.015739",0
t81,u0023,u0125,36327.67,merchant,2025-06-20T11:47:41.061378,53eac189-e90d-4691-a61b-aedf0df236b1,"12.859166,104.093957",0
t82,u0453,u0322,37764.9,topup,2025-05-31T06:08:33.061378,e1192e1a-8954-4e81-9cc8-6cf45d8b4fc6,"12.628334,104.23032",0
t83,u0124,u0075,54067.82,topup,2025-05-22T02:04:09.061378,a451e99e-f5f0-49f7-8151-781783042014,"12.803086,105.195162",0
t84,u0054,u0398,12821.97,merchant,2025-06-01T10:34:39.061378,036720d7-6e32-47de-8168-28f7fbb20cc4,"12.973152,104.935691",0
t85,u0237,u0025,20688.73,topup,2025-06-02T21:56:46.061378,ab18636c-ade2-46b7-af91-59e997aa4e04,"13.114676,104.097616",0
t86,u0410,u0237,40783.22,topup,2025-06-16T14:25:21.061378,40959734-79a1-407f-b5ba-cfd8e826bbf4,"12.305447,105.825139",0
t87,u0456,u0226,4969.16,topup,2025-06-15T07:43:06.061378,c940f575-789b-4399-8c82-092dbb8a10a5,"13.057821,104.417552",0
t88,u0459,u0081,26265.55,topup,2025-06-13T20:38:41.061378,a953467d-f7a0-4cf0-881d-6f73a2d83f76,"11.229413,103.365339",0
t89,u0326,u0141,9398.53,topup,2025-06-14T08:12:20.061378,3377579c-48a5-4f86-af5b-212aaaf5e486,"11.165587,104.039554",0
t90,u0365,u0146,25892.92,p2p,2025-06-04T00:10:48.061378,e4b0e592-2ad8-4535-9641-c00f129014cc,"11.423071,104.390533",0
t91,u0070,u0077,14385.67,p2p,2025-06-09T09:52:39.061378,9195db04-3f48-4a86-808f-c17348e3f0c0,"10.888977,103.248835",0
t92,u0212,u0208,2715.17,merchant,2025-06-17T03:47:49.061378,75acc877-71c2-44f3-8799-44248987cbbd,"11.730478,103.22392",0
t93,u0215,u0199,28787.29,topup,2025-05-22T18:21:55.061378,8443ee2e-499c-431a-96fc-b51bbd7c65c3,"13.218101,104.514916",0
t94,u0244,u0003,36109.51,merchant,2025-06-05T07:31:05.061378,1653849b-be69-411f-8a58-34ead0c0b14d,"11.647957,105.620745",0
t95,u0427,u0214,45792.18,topup,2025-06-17T07:53:57.061378,1171c7c5-dc1e-4cbb-9169-fa9538c9cd0f,"12.330408,103.271885",0
t96,u0112,u0139,77139.97,merchant,2025-06-14T09:25:23.061378,22f12e2e-43d7-48a8-8c4e-3c5306c6e177,"11.644343,104.841058",0
t97,u0408,u0207,33691.07,topup,2025-05-29T19:54:00.061378,6373f44b-32ef-4aa3-8f04-7206d413277a,"11.895648,102.946697",0
t98,u0318,u0273,92725.89,p2p,2025-06-09T22:40:33.061378,e741d0df-f2e9-4678-9389-aee0f3ea35e8,"12.206054,102.594857",0
t99,u0329,u0219,50797.15,p2p,2025-06-13T05:31:36.061378,48703fbd-2689-40e3-a302-b6df50acd45f,"10.560911,103.826864",0
t100,u0108,u0232,34617.02,merchant,2025-06-07T04:49:32.061378,c2554ea8-2916-470a-b601-be206eddc82d,"13.214848,103.473898",0
t101,u0487,u0425,43201.04,merchant,2025-06-03T01:31:36.061378,7f012d37-6e93-40b0-a5be-b74db647bee4,"10.6621,102.567842",0
t102,u0276,u0026,20421.06,merchant,2025-06-01T16:50:48.061378,3519162c-a96c-41ee-9317-50662bfeee56,"10.619579,105.8505",0
t103,u0020,u0386,7785.57,p2p,2025-06-02T19:42:54.061378,6e0cb190-fe97-4e2b-b677-19761b10c8e1,"13.085532,104.674675",0
t104,u0122,u0064,64584.86,merchant,2025-05-27T08:52:57.061378,765b79b2-153d-4a2a-8275-b2963af16080,"13.432822,104.127619",0
t105,u0131,u0392,6229.23,merchant,2025-05-29T23:05:51.061378,e869ce50-843d-47db-93d3-1a0dfcdd3381,"12.343192,105.11774",0
t106,u0058,u0398,29056.29,p2p,2025-06-05T21:59:44.061378,eb2f0cff-11bd-4ed4-98df-5b1726d5c452,"12.251791,105.751105",0
t107,u0294,u0346,15085.1,merchant,2025-06-10T01:44:42.061378,64647075-e29a-4280-9c08-4b95d4305e7f,"12.688047,102.765988",0
t108,u0353,u0425,70007.16,topup,2025-06-02T14:32:57.061378,15b8c9a3-7b5b-4bdd-98c2-d1c1baa36dd5,"12.631018,103.555539",0
t109,u0350,u0307,7874.59,p2p,2025-06-18T06:58:06.061378,101789d2-d2e4-4fb5-a990-3703c81b6b55,"10.531421,104.364608",0
t110,u0338,u0189,30845.71,p2p,2025-06-15T09:05:46.061378,e1493d13-51f6-42c5-ae78-4bb0831b966f,"11.49194,105.473515",0
t111,u0421,u0250,14776.34,p2p,2025-06-11T20:42:01.061378,427a3f41-8b40-4a08-9ed4-c9213b658698,"11.559002,105.620513",0
t112,u0235,u0362,15235.66,p2p,2025-06-11T22:59:18.061378,036720d7-6e32-47de-8168-28f7fbb20cc4,"12.748145,105.879158",0
t113,u0138,u0315,45325.5,topup,2025-06-14T06:55:28.061378,e8cd9789-dde8-4b2d-9e17-9bc466826aca,"11.793838,105.058592",0
t114,u0137,u0165,44275.86,p2p,2025-05-26T00:34:43.061378,195b722b-4203-4a60-bedc-9630f5524ee1,"13.22122,103.353522",0
t115,u0237,u0291,39282.29,topup,2025-06-09T05:09:49.061378,d2919216-3dbc-4c50-b7ab-4ebe1a486fa2,"10.49184,105.478335",0
t116,u0093,u0249,24597.42,p2p,2025-06-08T01:00:36.061378,6a0e4228-1522-4973-9b6a-215e8743c349,"11.226728,103.478805",0
t117,u0305,u0359,27341.56,merchant,2025-06-17T19:09:09.061378,1286d7cd-9051-4b25-8461-49277accb4f0,"12.053207,103.168697",0
t118,u0123,u0368,21017.11,merchant,2025-06-14T12:50:37.061378,f78300b0-25f1-40f1-9519-443d415692cd,"12.826127,104.917133",0
t119,u0330,u0364,52885.14,merchant,2025-06-12T13:46:13.061378,422933b1-fac5-4aff-af08-63323cb178e0,"10.455178,103.529825",0
t120,u0207,u0354,59759.31,p2p,2025-06-05T16:21:54.061378,e62729c3-574a-4fb5-9bd0-48ab1eafe366,"12.260978,104.156412",0
t121,u0271,u0176,25408.95,merchant,2025-06-17T12:51:29.061378,facc0935-00fb-4a86-af92-d91a740922d5,"11.525794,104.088108",0
t122,u0156,u0128,31817.53,p2p,2025-05-27T16:11:00.061378,a3483d9b-8bf8-42f1-897e-3529fb79ff7d,"11.01627,102.918442",0
t123,u0274,u0486,22563.53,topup,2025-05-30T19:19:27.061378,c143c060-60db-487f-a8fc-65a5c6972ab6,"11.092431,104.194695",0
t124,u0370,u0301,10140.77,topup,2025-06-19T18:55:14.061378,869928c9-de7d-4bce-abcb-a34f889250bc,"13.537634,105.414199",0
t125,u0151,u0116,8088.31,merchant,2025-05-30T12:40:25.061378,9e864cb3-7e8a-49d9-8410-626597b2d1ee,"10.445275,104.369473",0
t126,u0140,u0023,24763.59,p2p,2025-06-17T16:19:08.061378,bbfd6253-4854-4167-b3cb-fb3d9a1480d6,"12.631736,102.941978",0
t127,u0444,u0385,11339.22,merchant,2025-05-26T19:07:56.061378,2699ae2e-890c-4e80-860b-1284cdfc86bf,"10.439249,103.495188",0
t128,u0245,u0225,12179.47,merchant,2025-05-30T18:24:30.061378,8a12d987-003b-4d85-a162-2d6f99016326,"10.564405,105.793723",0
t129,u0244,u0058,19278.55,p2p,2025-06-10T06:28:01.061378,9ca64e45-88bd-4d10-a2a1-ca08f6aa826c,"10.637063,104.70306",0
t130,u0027,u0077,30050.13,p2p,2025-06-18T03:21:53.061378,55dfe5e2-2fca-41aa-a1cf-11e2e86a4c74,"11.372274,105.978713",0
t131,u0060,u0285,16411.98,merchant,2025-06-20T06:01:13.061378,ce6836ed-38a2-4591-ae53-45f7b44ade7a,"12.930371,103.289905",0
t132,u0267,u0194,6135.98,merchant,2025-06-12T07:24:59.061378,af85cd17-75b6-4fdb-95a6-46938c235d25,"13.152533,105.965109",0
t133,u0156,u0291,14217.17,topup,2025-05-24T17:46:57.061378,17eb11b2-2f21-4671-b2bb-4f2b8dc27f45,"13.472348,102.847318",0
t134,u0390,u0106,61670.7,topup,2025-06-01T01:28:16.061378,b6a262f0-4d0a-4248-86f3-651ba19b1f9b,"12.51337,103.0497",0
t135,u0088,u0282,19590.62,p2p,2025-05-29T09:58:58.061378,2742aa56-1661-4293-8c25-48a56034467a,"11.707256,104.912799",0
t136,u0240,u0149,24911.75,p2p,2025-06-02T01:17:54.061378,728b64d7-bef8-49af-bd00-844cf8363b7b,"12.662259,104.960456",0
t137,u0232,u0036,58578.3,topup,2025-06-02T03:34:03.061378,e5e467ac-eecc-4893-bf20-8a00bd37738a,"11.246575,105.269367",0
t138,u0301,u0338,43095.97,p2p,2025-06-11T10:55:55.061378,9bedc3d5-9c17-41c0-ab13-a8e5eea0fd81,"12.1426,104.766722",0
t139,u0465,u0136,18925.48,p2p,2025-05-25T06:48:27.061378,1246a2e0-2df6-47c3-98db-a12a1977545b,"10.930953,103.576641",0
t140,u0383,u0422,34951.46,topup,2025-06-04T19:51:53.061378,fb598d77-02d4-494a-aa98-ed912ba13c7f,"10.797932,104.910373",0
t141,u0358,u0206,26373.22,merchant,2025-06-15T02:42:05.061378,43b7270f-aef4-4a6a-aee4-de7332430337,"11.980145,102.781546",0
t142,u0020,u0455,49291.27,merchant,2025-06-06T11:08:27.061378,61c5ac17-4191-4628-aaa7-807ea188658b,"11.201177,102.819644",0
t143,u0492,u0345,100037.42,topup,2025-06-19T07:39:25.061378,f091885e-1c94-4d7b-9ee6-9e45b958e484,"10.466385,105.176661",0
t144,u0420,u0137,33720.49,topup,2025-05-23T18:28:56.061378,a7e17c4e-ec61-4ece-9e9c-0aa71284864f,"12.82006,104.146753",0
t145,u0333,u0226,22912.75,merchant,2025-05-30T15:03:33.061378,56c8cb78-a563-4e07-9632-8daf9a122a7c,"11.794832,105.349857",0
t146,u0496,u0046,49072.51,merchant,2025-06-07T17:00:47.061378,ec4e03be-4cff-498a-afb8-42970e642a0b,"11.466587,104.845467",0
t147,u0439,u0082,50801.34,merchant,2025-06-10T19:12:37.061378,9195db04-3f48-4a86-808f-c17348e3f0c0,"11.985501,104.819042",0
t148,u0205,u0416,32219.24,topup,2025-05-23T14:21:51.061378,c732e8dd-bbea-4634-9aad-51bfa3207343,"10.681791,103.383396",0
t149,u0059,u0496,81773.95,merchant,2025-06-15T19:09:26.061378,f6bffc94-2d1a-4307-a7b9-5138542b3994,"13.561981,104.801811",0
t150,u0277,u0236,7158.6,merchant,2025-05-24T10:45:41.061378,b33cc573-9b88-4a0e-8bed-84fb9063a727,"12.059006,104.679219",0
t151,u0255,u0320,79880.85,merchant,2025-05-24T07:44:28.061378,133c758d-7187-4ea2-86b5-d0d9d518e449,"11.25458,102.958546",0
t152,u0147,u0224,55501.2,topup,2025-06-14T08:20:21.061378,452801f8-e096-44eb-95b8-d29cc943c081,"10.492382,104.705078",0
t153,u0409,u0122,16970.64,topup,2025-05-29T12:07:59.061378,d304411c-8b2c-4b28-be41-c3d53aa14b07,"12.162685,104.43288",0
t154,u0047,u0115,22846.9,p2p,2025-06-13T05:14:05.061378,3f5dfa6c-49d5-4ab6-b18d-1435c41d9378,"10.775892,105.412501",0
t155,u0255,u0477,57447.31,topup,2025-06-04T23:39:09.061378,b639f131-bc9a-4879-9845-73aa381a9334,"12.657317,103.954216",0
t156,u0247,u0241,25101.68,p2p,2025-06-12T23:48:14.061378,b3d80c45-c9e7-4f0b-87d2-6027a1146443,"10.862854,103.167136",0
t157,u0306,u0260,25920.86,topup,2025-05-28T10:39:10.061378,49a641c9-074b-45cf-871b-92dabaa22c23,"10.623392,105.204363",0
t158,u0437,u0212,9501.02,merchant,2025-06-15T11:09:59.061378,4724d1b9-d8f7-4a3e-aa15-85576e49309c,"13.025758,103.489936",0
t159,u0152,u0428,22342.95,topup,2025-06-18T23:16:07.061378,dadf248d-9237-48ce-9b58-3d1638f5f1b9,"11.966849,103.020084",0
t160,u0275,u0247,5505.81,merchant,2025-06-06T22:55:47.061378,02069589-47ae-44a8-b81e-25f78ad68b1c,"12.841193,103.820235",0
t161,u0477,u0164,58801.96,p2p,2025-06-02T09:50:16.061378,86e5cfa4-c20c-40cc-8178-84f50eb29a28,"11.625507,105.496045",0
t162,u0210,u0022,55496.49,merchant,2025-06-13T18:39:59.061378,24520f2b-aa17-4bc3-b1d6-b6a0a28cd1e1,"13.322977,103.834309",0
t163,u0339,u0405,26330.42,topup,2025-05-29T04:49:28.061378,477f9e23-d488-4b68-aeae-19fd190048dd,"13.487438,102.941862",0
t164,u0494,u0302,39695.88,merchant,2025-05-26T16:32:32.061378,80e37577-3f18-4d92-9294-43d0973a0c8e,"13.104126,102.848991",0
t165,u0466,u0233,61972.42,p2p,2025-05-28T19:33:44.061378,4de3d566-ec4c-4047-a8ec-fca16710f45e,"13.186986,105.894849",0
t166,u0038,u0240,51607.86,merchant,2025-06-07T06:03:41.061378,948e91b3-e1f3-4c43-8fa3-08cf7daf8288,"12.616655,104.774428",0
t167,u0436,u0168,4066.95,topup,2025-06-16T17:19:27.061378,23b57574-0453-46e2-8e0e-4693621acf1f,"13.453247,104.693797",0
t168,u0454,u0388,66837.63,merchant,2025-06-17T01:56:18.061378,3d3482f7-22a5-4732-a779-45fcc8647085,"12.37587,103.321696",0
t169,u0350,u0471,26462.46,merchant,2025-06-01T20:38:59.061378,50fb06a1-9717-48c9-9793-91236813bc1c,"10.689214,105.924182",0
t170,u0389,u0324,4394.84,topup,2025-05-26T16:42:30.061378,b45f5265-8aef-4767-af81-37572bcecf5a,"10.932367,103.548131",0
t171,u0014,u0023,23939.68,merchant,2025-05-24T12:59:34.061378,467ec035-2b40-4b1e-bf0b-672d5f6b56f9,"11.547083,104.007404",0
t172,u0125,u0271,7292.04,merchant,2025-06-18T06:57:47.061378,a21724f1-b2e0-4685-b181-7953adfa649b,"12.936062,103.094943",0
t173,u0040,u0312,40339.7,merchant,2025-06-02T12:11:46.061378,879b2b3d-1ab1-4038-8127-1e1661dd751a,"13.321053,103.000912",0
t174,u0236,u0326,32792.32,merchant,2025-06-13T03:02:51.061378,4553b4c0-ac2b-465d-b7d2-9a4a3ca1e07c,"12.53389,105.64618",0
t175,u0238,u0461,10858.89,merchant,2025-06-17T08:26:31.061378,39b77147-2099-439e-acc1-aa29d3e377a7,"10.636358,105.808325",0
t176,u0300,u0153,10357.61,topup,2025-06-11T09:57:53.061378,cc3841f9-52a1-4ae4-8463-75c887fa2f56,"11.200314,105.458564",0
t177,u0101,u0196,36086.24,merchant,2025-05-26T23:52:09.061378,192af972-ac31-4e81-9101-390adf4a49f3,"11.620366,103.756357",0
t178,u0151,u0358,22984.12,merchant,2025-05-22T21:10:14.061378,e36f7dc6-500c-45a7-9129-7f0c3512af4e,"12.506335,103.460681",0
t179,u0289,u0442,9833.8,topup,2025-05-24T04:44:59.061378,db2d2297-7627-4642-a2ec-619b5f3ee1d8,"12.340501,104.238546",0
t180,u0462,u0462,13750.52,merchant,2025-06-01T23:42:59.061378,441ed308-a5ef-4100-a056-e5c97591b23d,"12.966182,103.266516",0
t181,u0097,u0317,29376.86,merchant,2025-05-28T10:58:06.061378,6ed3350e-a127-4989-b465-87e1c8a9da9e,"10.710925,104.696103",0
t182,u0020,u0158,38878.98,merchant,2025-05-23T10:28:53.061378,84416b6d-0a67-4471-b033-880d13a405f4,"11.567556,102.959941",0
t183,u0465,u0151,42725.22,merchant,2025-06-10T23:42:19.061378,a1f999f6-3bc3-44dc-b29a-184854cb0217,"11.042543,105.252795",0
